https://www.wayfair.com/kitchen-tabletop/pdp/dash-standard-waffle-maker-aaqp1148.html;Standard Waffle Maker;DASH;53.99;AAQP1148;Free Shipping;DDWB900GB04
https://www.wayfair.com/kitchen-tabletop/pdp/dash-donut-maker-aaqp1147.html;Dash Donut Maker;DASH;53.99;AAQP1147;Free Shipping;DDDM700GB04
https://www.wayfair.com/kitchen-tabletop/pdp/dash-3-standard-waffle-maker-set-aaqp1146.html;3 Standard Waffle Maker Set;DASH;39.99;AAQP1146;Free Shipping;DGMS03GBCL
https://www.wayfair.com/shop-product-type/pdp/dash-6-quart-family-air-fryer-aaqp1095.html;Dash 6 Quart Family Air Fryer;DASH;80.63;AAQP1095;Free Shipping;DFAF450GB
https://www.wayfair.com/kitchen-tabletop/pdp/dash-chef-series-64-oz-digital-blender-aaqp1092.html;Dash Chef Series 64 Oz. Digital Blender;DASH;199.99;AAQP1092;Free Shipping;DPB500
https://www.wayfair.com/kitchen-tabletop/pdp/dash-everyday-1-qt-ice-cream-maker-aaqp1111.html;Dash Everyday 1-Qt. Ice Cream Maker;DASH;39.99;AAQP1111;Free Shipping;DIC700AQ / DIC700RD
https://www.wayfair.com/kitchen-tabletop/pdp/dash-no-drip-waffle-maker-aaqp1044.html;Dash No Drip Waffle Maker;DASH;41.35;AAQP1044;Free Shipping;DNMWM400RD
https://www.wayfair.com/kitchen-tabletop/pdp/dash-1qt-electric-express-hot-pot-aaqp1035.html;Dash 1Qt Electric Express Hot Pot;DASH;24.99;AAQP1035;;DMC100AQ
https://www.wayfair.com/kitchen-tabletop/pdp/dash-healthy-breakfast-17-qt-plastic-electric-tea-kettle-aaqp1080.html;DASH Healthy Breakfast 1.7 Qt. Plastic Electric Tea Kettle;DASH;29.99;AAQP1080;;DEZK003
https://www.wayfair.com/kitchen-tabletop/pdp/dash-smartstore-stirring-popcorn-maker-aaqp1141.html;Dash Smartstore Stirring Popcorn Maker;DASH;39.99;AAQP1141;Free Shipping;DSSP300GB04
https://www.wayfair.com/browse-by-brand/pdp/dash-mini-electric-skillet-with-lid-aaqp1125.html;Dash Mini Electric Skillet with Lid;DASH;19.99;AAQP1125;;DRG108GB04
https://www.wayfair.com/kitchen-tabletop/pdp/dash-mixers-2-cup-express-mini-chopper-aaqp1082.html;Dash Mixers 2-Cup Express Mini Chopper;DASH;30.3;AAQP1082;;DMFP100
https://www.wayfair.com/kitchen-tabletop/pdp/dash-countertop-blender-aaqp1058.html;Dash Countertop Blender;DASH;132.99;AAQP1058;Free Shipping;DVB300RMRD
https://www.wayfair.com/shop-product-type/pdp/dash-everyday-air-fryer-oven-aaqp1127.html;Dash Everyday Air Fryer Oven;DASH;149.99;AAQP1127;Free Shipping;DAFT2300GBBK01
